OID_,created_date,last_edited_date,ROADSEGID,SUB_TYPE,FNODE,TNODE,LENGTH,ROADID,RIGHTWAY,ADDSEGDT,SEGSTAT,DEDSTAT,FUNCLASS,ONEWAY,SUBDIVID,SEGCLASS,LJURISDIC,LLOWADDR,LHIGHADDR,RJURISDIC,RLOWADDR,RHIGHADDR,LMIXADDR,RMIXADDR,PENDING,ABLOADDR,ABHIADDR,NAD83N,NAD83E,SPEED,L_ZIP,R_ZIP,LPSJUR,RPSJUR,CARTO,OBMH,FIREDRIV,L_BLOCK,R_BLOCK,L_TRACT,R_TRACT,L_BEAT,R_BEAT,FRXCOORD,FRYCOORD,MIDXCOORD,MIDYCOORD,TOXCOORD,TOYCOORD,F_LEVEL,T_LEVEL,L_PSBLOCK,R_PSBLOCK,RD20PRED,RD20NAME,RD20SFX,RD20FULL,RD30PRED,RD30NAME,RD30SFX,RD30POSTD,RD30FULL,Shape_Length
984,2/1/1989 0:00:00,6/10/2009 12:51:18,86279,,43336,43656,1013.659309249999978,26390,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,4701,4799,CN,4700,4798,N,N,N,4700,4799,1955698.000000000000000,6466165.000000000000000,50,92036,92036,CN,CN,2,N,Y,1029,2041,20904,20904,832,832,6466165.000000000000000,1955698.000000000000000,6466115.468999999575317,1955236.368000000016764,6465723.000000000000000,1954924.000000000000000,1,1,20460,30930,,SR-79,,SR-79,,STATE ROUTE 79,,,STATE ROUTE 79,1013.659475483705137
985,4/1/1980 0:00:00,12/19/2018 13:05:14,22724,,90940,91001,594.082671679999976,6291,0,4/1/1980 0:00:00,M,D,6,B,0,2,CN,2971,2999,CN,2970,2998,N,N,N,2970,2999,1849694.000000000000000,6349274.000000000000000,45,92019,92019,CN,CN,2,N,Y,2014,2014,21305,21305,625,616,6349274.000000000000000,1849694.000000000000000,6348995.718000000342727,1849594.220999999903142,6348698.832999999634922,1849585.387000000104308,1,1,20190,20000,,JAMACHA,RD,JAMACHA RD,,JAMACHA,RD,,JAMACHA RD,594.082943996600193
986,2/1/1989 0:00:00,7/14/2016 11:43:39,80977,,30435,29926,2515.764995129999988,24117,0,2/1/1989 0:00:00,M,D,6,B,0,2,ES,1501,1799,ES,1500,1798,N,N,N,1500,1799,1990683.000000000000000,6297556.000000000000000,35,92029,92029,ES,ES,3,N,Y,1014,1013,20313,20313,45,45,6297556.000000000000000,1990683.000000000000000,6296408.398000000044703,1991197.816000000108033,6295264.000000000000000,1991719.000000000000000,1,1,20170,20130,,MISSION,RD,MISSION RD,,MISSION,RD,,MISSION RD,2515.765111052541215
987,2/1/1989 0:00:00,7/14/2016 11:41:00,17757,,33491,34076,1473.466548730000113,5187,0,2/1/1989 0:00:00,M,D,6,B,0,2,ES,1801,1899,ES,1800,1898,N,N,N,1800,1899,1983677.000000000000000,6299980.000000000000000,45,92029,92029,ES,ES,3,N,Y,1003,2000,20404,20312,55,45,6299980.000000000000000,1983677.000000000000000,6299875.831000000238419,1982948.702000000048429,6299722.000000000000000,1982229.000000000000000,1,1,10090,40000,W,VALLEY,PY,W VALLEY PY,W,VALLEY,PKY,,W VALLEY PKY,1473.466619581274472
988,2/1/1989 0:00:00,7/14/2016 11:55:01,11192,,28988,28632,1629.074907400000029,3878,0,2/1/1989 0:00:00,M,D,6,B,0,2,ES,1830,1998,ES,1831,1999,N,N,N,1830,1999,1993828.000000000000000,6314784.000000000000000,35,92027,92027,ES,ES,3,N,Y,2000,2002,20207,20207,44,54,6314784.000000000000000,1993828.000000000000000,6315501.370000000111759,1994214.787999999942258,6316218.000000000000000,1994601.000000000000000,1,1,20000,20030,E,VALLEY,PY,E VALLEY PY,E,VALLEY,PKY,,E VALLEY PKY,1629.075026828369573
989,4/1/1980 0:00:00,10/3/2019 13:48:20,22203,,29868,29824,253.061257409999996,6205,80,4/1/1980 0:00:00,M,D,6,B,0,2,ES,740,798,ES,741,799,N,N,N,740,799,1991830.000000000000000,6309125.000000000000000,45,92025,92025,ES,ES,2,N,Y,1001,2001,20202,20202,42,42,6309125.000000000000000,1991830.000000000000000,6309244.440999999642372,1991873.159999999916181,6309363.000000000000000,1991916.000000000000000,1,1,20020,30010,E,WASHINGTON,AV,E WASHINGTON AV,E,WASHINGTON,AVE,,E WASHINGTON AVE,253.061171331610325
990,7/25/2007 14:55:18,8/22/2022 10:40:36,175227,,10155,152517,364.998660739999991,13752,0,7/25/2007 14:55:18,M,D,6,B,0,2,CN,3350,3418,CN,3351,3419,N,N,N,3350,3419,2037110.000000000000000,6277651.001000000163913,45,92084,92084,CN,CN,3,N,Y,2024,1003,18803,19208,396,325,6277651.001000000163913,2037110.000000000000000,6277822.401999999769032,2037049.475000000093132,6277981.661000000312924,2036959.804999999934807,1,1,20420,10070,,GOPHER CANYON,RD,GOPHER CANYON RD,,GOPHER CANYON,RD,,GOPHER CANYON RD,364.998720192483120
991,12/1/1989 0:00:00,7/14/2016 11:48:59,136710,,18659,19083,1484.954672840000057,25701,0,12/1/1989 0:00:00,M,D,6,B,0,2,CN,5241,5299,CN,5240,5298,N,N,N,5240,5299,2015960.769000000087544,6543331.894999999552965,35,92004,92004,CN,CN,3,N,Y,2041,2032,21002,21001,842,842,6543331.894999999552965,2015960.769000000087544,6543927.065000000409782,2015517.668999999994412,6544523.000000000000000,2015074.000000000000000,1,1,40680,30610,,BORREGO SPRINGS,RD,BORREGO SPRINGS RD,,BORREGO SPRINGS,RD,,BORREGO SPRINGS RD,1484.954794532813366
992,12/1/1989 0:00:00,7/14/2016 11:48:53,83899,,19083,20005,3283.506874220000100,25701,0,12/1/1989 0:00:00,M,D,6,B,0,2,CN,5301,5629,CN,5300,5598,N,N,N,5300,5629,2015074.000000000000000,6544523.000000000000000,35,92004,92004,CN,CN,3,N,Y,2037,2039,21002,21001,842,842,6544523.000000000000000,2015074.000000000000000,6545840.885999999940395,2014094.540999999968335,6547158.172000000253320,2013115.108999999938533,1,1,40660,30700,,BORREGO SPRINGS,RD,BORREGO SPRINGS RD,,BORREGO SPRINGS,RD,,BORREGO SPRINGS RD,3283.506847946595371
993,4/1/1980 0:00:00,3/21/2016 14:52:45,16935,,40761,40759,239.002923949999996,43819,0,4/1/1980 0:00:00,M,D,6,B,0,2,CN,1000,1008,CN,1001,1009,N,N,N,1000,1009,1962733.000000000000000,6380717.000000000000000,45,92065,92065,CN,CN,2,N,Y,1008,2022,20807,20807,431,436,6380717.000000000000000,1962733.000000000000000,6380836.998999999836087,1962733.304000000003725,6380956.000000000000000,1962734.000000000000000,1,1,10900,10910,,SR-78,,SR-78,,STATE ROUTE 78,,,STATE ROUTE 78,239.003102098454150
994,6/1/1985 0:00:00,11/7/2014 15:57:59,16945,,41324,41297,666.443662379999978,43819,0,6/1/1985 0:00:00,M,D,6,B,0,2,CN,1600,1698,CN,1601,1699,N,N,N,1600,1699,1961026.000000000000000,6383867.000000000000000,45,92065,92065,CN,CN,2,N,Y,1008,2021,20807,20807,431,436,6383867.000000000000000,1961026.000000000000000,6384199.924999999813735,1961033.067000000039116,6384532.000000000000000,1961060.000000000000000,1,1,11000,10990,,SR-78,,SR-78,,STATE ROUTE 78,,,STATE ROUTE 78,666.443647585126087
995,,8/4/2017 10:46:59,118242,,107654,107578,1205.824460199999976,40808,0,,M,D,6,B,0,2,CN,35124,35198,CN,35125,35199,N,N,N,35124,35199,1816936.837999999988824,6516302.905000000260770,50,91906,91906,CN,CN,2,N,Y,3022,3055,21101,21101,882,882,6516302.905000000260770,1816936.837999999988824,6516771.208999999798834,1817222.273000000044703,6517371.695000000298023,1817207.233999999938533,1,1,31120,31320,,SR-94,,SR-94,,STATE ROUTE 94,,,STATE ROUTE 94,1205.824692650734960
996,,7/14/2016 11:48:36,90609,,108921,108901,134.183188849999993,27209,0,,M,D,6,B,0,2,CN,48550,48568,CN,48551,48569,N,N,N,48550,48569,1813625.000000000000000,6605718.000000000000000,45,91934,91934,CN,CN,3,N,Y,3082,3082,21001,21001,886,886,6605718.000000000000000,1813625.000000000000000,6605657.656999999657273,1813654.115999999921769,6605597.000000000000000,1813683.000000000000000,1,1,13680,13970,,OLD HIGHWAY 80,,OLD HIGHWAY 80,,OLD HIGHWAY 80,,,OLD HIGHWAY 80,134.183215938082611
997,,4/11/2018 12:53:56,86257,,65547,64296,2654.263921579999987,26390,0,,M,D,6,B,0,2,CN,8100,8338,CN,8101,8339,N,N,N,8100,8339,1884383.000000000000000,6448244.000000000000000,50,91916,91916,CN,CN,2,N,Y,1029,2000,21202,21202,850,852,6448244.000000000000000,1884383.000000000000000,6449372.207000000402331,1885071.587999999988824,6450227.000000000000000,1886082.000000000000000,1,1,10780,20140,,SR-79,,SR-79,,STATE ROUTE 79,,,STATE ROUTE 79,2654.264050372507882
998,2/1/1989 0:00:00,6/10/2009 12:55:20,86276,,45403,45579,646.591485639999974,26390,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,5231,5339,CN,5230,5338,N,N,N,5230,5339,1950524.000000000000000,6466235.000000000000000,50,92036,92036,CN,CN,2,N,Y,3048,3024,21001,20904,835,832,6466235.000000000000000,1950524.000000000000000,6466046.041000000201166,1950263.608000000007451,6465906.000000000000000,1949973.000000000000000,1,1,14000,11230,,SR-79,,SR-79,,STATE ROUTE 79,,,STATE ROUTE 79,646.591396328829433
999,4/1/1980 0:00:00,9/15/2015 9:28:54,36903,,61304,61331,541.047485449999954,9248,0,4/1/1980 0:00:00,M,D,6,B,0,2,CN,15400,15498,CN,15401,15499,N,N,N,15400,15499,1891671.000000000000000,6380262.000000000000000,35,92021,92021,CN,CN,3,N,Y,2003,2002,16812,16812,551,551,6380262.000000000000000,1891671.000000000000000,6380530.748999999836087,1891636.145000000018626,6380800.000000000000000,1891618.000000000000000,1,1,20030,20020,,OLDE HIGHWAY 80,,OLDE HIGHWAY 80,,OLDE HIGHWAY 80,,,OLDE HIGHWAY 80,541.047735055649127
1000,2/1/1989 0:00:00,6/26/2012 10:55:42,76799,,4378,4385,224.354413929999993,44006,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,13940,13948,CN,13941,13949,N,N,N,13940,13949,2073523.000000000000000,6323527.000000000000000,45,92059,92059,CN,CN,2,N,Y,1023,2000,19108,19109,809,809,6323527.000000000000000,2073523.000000000000000,6323631.270999999716878,2073482.125999999931082,6323734.268000000156462,2073437.245000000111759,1,1,10370,20430,,SR-76,,SR-76,,STATE ROUTE 76,,,STATE ROUTE 76,224.354400569335041
1001,4/1/1980 0:00:00,4/16/2019 8:37:25,16928,,40896,40858,187.052426380000014,43819,0,4/1/1980 0:00:00,M,D,6,B,0,2,CN,200,218,CN,201,219,N,N,N,200,219,1962321.000000000000000,6376152.000000000000000,45,92065,92065,CN,CN,2,N,Y,1018,3003,20812,20813,431,436,6376152.000000000000000,1962321.000000000000000,6376227.942999999970198,1962376.395000000018626,6376304.000000000000000,1962430.000000000000000,1,1,30300,10050,,SR-78,,SR-78,,STATE ROUTE 78,,,STATE ROUTE 78,187.052510915285495
1002,4/1/1980 0:00:00,12/9/2011 13:43:40,36822,,33498,33507,45.343136199999996,9237,66,4/1/1980 0:00:00,M,D,6,B,0,2,CN,1990,1998,CN,1991,1999,N,N,N,1990,1999,1983662.000000000000000,6318165.000000000000000,45,92027,92025,CN,CN,2,N,Y,1006,2002,20706,20706,380,380,6318165.000000000000000,1983662.000000000000000,6318182.246000000275671,1983646.783000000054017,6318199.000000000000000,1983632.000000000000000,1,1,20260,30040,,SAN PASQUAL VALLEY,RD,SAN PASQUAL VALLEY RD,,SAN PASQUAL VALLEY,RD,,SAN PASQUAL VALLEY RD,45.343045497457261
1003,4/1/1980 0:00:00,1/30/2020 8:55:49,36819,,33267,33498,1023.882420150000030,9237,66,4/1/1980 0:00:00,M,D,6,B,0,2,CN,1906,1988,CN,1907,1989,N,N,N,1906,1989,1984170.000000000000000,6317283.000000000000000,45,92027,92025,CN,CN,2,N,Y,1013,4000,20706,20706,380,380,6317283.000000000000000,1984170.000000000000000,6317740.849999999627471,1983947.372999999905005,6318165.000000000000000,1983662.000000000000000,1,1,20330,10090,,SAN PASQUAL VALLEY,RD,SAN PASQUAL VALLEY RD,,SAN PASQUAL VALLEY,RD,,SAN PASQUAL VALLEY RD,1023.882438823982625
1004,6/1/1985 0:00:00,7/14/2016 11:49:32,26383,,39393,38929,1338.988023849999990,7101,0,6/1/1985 0:00:00,M,D,6,B,0,2,EN,710,998,EN,711,999,N,N,N,710,999,1967505.000000000000000,6251389.000000000000000,35,92024,92024,EN,EN,3,N,Y,1003,2003,17606,17107,206,206,6251389.000000000000000,1967505.000000000000000,6251451.154000000096858,1968170.540999999968335,6251536.000000000000000,1968835.000000000000000,1,1,20030,20070,N,EL CAM REAL,,N EL CAM REAL,N,EL CAMINO REAL,,,N EL CAMINO REAL,1338.987997063500643
1005,2/1/1989 0:00:00,5/16/2016 10:19:14,86289,,29446,29130,718.834876969999982,26390,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,23230,23398,CN,23231,23399,N,N,N,23230,23399,1992829.000000000000000,6430153.000000000000000,50,92070,92070,CN,CN,2,N,Y,2119,2120,20903,20903,827,827,6430153.000000000000000,1992829.000000000000000,6430188.394999999552965,1993186.168000000063330,6430248.000000000000000,1993541.000000000000000,1,1,20610,32580,,SR-79,,SR-79,,STATE ROUTE 79,,,STATE ROUTE 79,718.835072465851795
1006,2/1/1989 0:00:00,12/15/2008 14:39:50,130295,,15652,15979,1012.610354750000056,44006,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,27120,27248,CN,27121,27249,N,N,N,27120,27249,2022525.000000000000000,6411276.000000000000000,50,92070,92070,CN,CN,2,N,Y,1082,2051,20903,20903,820,827,6411276.000000000000000,2022525.000000000000000,6411660.588000000454485,2022196.983999999938533,6411963.000000000000000,2021792.000000000000000,1,1,11940,20390,,SR-76,,SR-76,,STATE ROUTE 76,,,STATE ROUTE 76,1012.610177934417834
1007,6/1/1985 0:00:00,7/14/2016 11:38:08,12774,,49286,49255,661.036460899999952,4231,0,6/1/1985 0:00:00,M,D,6,B,0,2,SD,2770,2788,SD,2771,2789,N,N,N,2770,2789,1938145.168999999994412,6255517.671000000089407,35,92014,92014,SD,SD,3,N,Y,1018,3001,17306,8327,935,935,6255517.671000000089407,1938145.168999999994412,6255839.765999999828637,1938221.422000000020489,6256163.031000000424683,1938281.364000000059605,1,1,10290,30032,,VIA DE LA VALLE,,VIA DE LA VALLE,,VIA DE LA VALLE,,,VIA DE LA VALLE,661.036400665498377
1008,2/1/1989 0:00:00,8/22/2011 19:23:17,118207,,113946,113952,288.513431229999981,40808,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,27350,27398,CN,27351,27399,N,N,N,27350,27399,1797271.000000000000000,6467116.000000000000000,50,91963,91963,CN,CN,2,N,Y,3039,1062,21101,21101,878,878,6467116.000000000000000,1797271.000000000000000,6467258.746000000275671,1797252.033999999985099,6467402.000000000000000,1797233.000000000000000,1,1,33790,12040,,SR-94,,SR-94,,STATE ROUTE 94,,,STATE ROUTE 94,288.513504647037450
1009,2/1/1989 0:00:00,7/12/2012 15:20:39,118201,,114005,114060,6065.182131290000143,40808,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,27900,28818,CN,27901,28819,N,N,N,27900,28819,1796918.000000000000000,6469694.000000000000000,50,91906,91906,CN,CN,2,N,Y,3038,1065,21101,21101,878,878,6469694.000000000000000,1796918.000000000000000,6472677.228000000119209,1796693.953999999910593,6475689.000000000000000,1796460.000000000000000,1,1,32760,12270,,SR-94,,SR-94,,STATE ROUTE 94,,,STATE ROUTE 94,6065.181965802885315
1010,2/1/1989 0:00:00,2/18/2011 10:57:42,111259,,115070,114396,2606.716531009999926,37711,60,2/1/1989 0:00:00,M,D,6,B,0,2,CN,500,598,CN,501,599,N,N,N,500,599,1791960.000000000000000,6443551.000000000000000,45,91980,91980,CN,CN,2,N,Y,1055,1069,21101,21101,878,878,6443551.000000000000000,1791960.000000000000000,6442846.983000000007451,1793055.679999999934807,6441980.000000000000000,1794006.000000000000000,1,1,10810,11980,,TECATE,RD,TECATE RD,,TECATE,RD,,TECATE RD,2606.716311411599690
1011,2/1/1989 0:00:00,7/14/2016 11:54:24,2907,,1673,1679,50.101963560000002,2341,50,2/1/1989 0:00:00,M,D,6,B,0,2,CN,3290,3298,CN,3291,3299,N,N,N,3290,3299,2087617.000999999931082,6273870.000000000000000,45,92028,92028,CN,CN,3,N,Y,2023,3000,19001,19001,389,387,6273870.000000000000000,2087617.000999999931082,6273891.932000000029802,2087605.043999999994412,6273912.000000000000000,2087590.000000000000000,1,1,20640,30030,E,MISSION,RD,E MISSION RD,E,MISSION,RD,,E MISSION RD,50.101873911262871
1012,2/1/1989 0:00:00,7/14/2016 11:35:53,2883,,1714,163792,871.637109959999975,2341,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,2180,2298,CN,2181,2299,N,N,N,2180,2299,2087402.999000000068918,6266437.000000000000000,45,92028,92028,CN,CN,3,N,Y,2024,3003,19001,19001,389,386,6266437.000000000000000,2087402.999000000068918,6266835.725999999791384,2087387.242000000085682,6267265.689000000245869,2087343.351999999955297,1,1,20580,30070,E,MISSION,RD,E MISSION RD,E,MISSION,RD,,E MISSION RD,871.637021076993392
1013,4/1/1980 0:00:00,2/14/2020 10:27:28,35000,,42385,42503,584.815065920000052,8916,0,4/1/1980 0:00:00,M,D,6,B,0,2,CN,1400,1498,CN,1401,1499,N,N,N,1400,1499,1958217.000000000000000,6370160.000000000000000,45,92065,92065,CN,CN,2,N,Y,3000,1013,20806,20806,435,430,6370160.000000000000000,1958217.000000000000000,6369913.855999999679625,1958059.909999999916181,6369666.000000000000000,1957904.000000000000000,1,1,20100,10190,,MAIN,ST,MAIN ST,,MAIN,ST,,MAIN ST,584.815078391671364
1014,4/1/1980 0:00:00,5/17/2019 8:51:10,132217,,41814,41871,190.285785070000003,101281,0,4/1/1980 0:00:00,M,D,6,B,0,2,CN,220,298,CN,221,299,N,N,N,220,299,1959646.000000000000000,6371996.000000000000000,45,92065,92065,CN,CN,2,N,Y,1041,1017,20812,20806,431,430,6371996.000000000000000,1959646.000000000000000,6372047.423000000417233,1959566.121000000042841,6372099.000000000000000,1959486.000999999931082,1,1,30530,10240,S,10TH,ST,S 10TH ST,S,10TH,ST,,S 10TH ST,190.285871194364290
1015,4/1/1980 0:00:00,5/17/2019 8:51:02,35015,,41636,41757,580.139638360000049,8916,0,4/1/1980 0:00:00,M,D,6,B,0,2,CN,800,898,CN,801,899,N,N,N,800,899,1960103.000000000000000,6373081.000000000000000,45,92065,92065,CN,CN,2,N,Y,3019,1038,20813,20812,436,431,6373081.000000000000000,1960103.000000000000000,6372835.559000000357628,1959948.537000000011176,6372590.000000000000000,1959794.000000000000000,1,1,10300,30490,,MAIN,ST,MAIN ST,,MAIN,ST,,MAIN ST,580.139660593562098
1016,2/1/1989 0:00:00,12/14/2016 7:46:59,128969,,39165,38613,2691.058929209999860,120256,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,1200,1498,CN,1201,1499,N,N,N,1200,1499,1968144.000000000000000,6369326.000000000000000,45,92065,92065,CN,CN,2,N,Y,2012,1039,20801,20807,430,431,6369326.000000000000000,1968144.000000000000000,6368218.487999999895692,1968880.350000000093132,6367202.001000000163913,1969746.999000000068918,1,1,20310,10820,,SR-78,,SR-78,,STATE ROUTE 78,,,STATE ROUTE 78,2691.058974962217690
1017,2/1/1989 0:00:00,9/15/2015 9:54:45,36485,,24526,23576,2149.680560839999998,9181,0,2/1/1989 0:00:00,M,D,6,B,0,2,ES,2301,2399,ES,2300,2398,N,N,N,2300,2399,2002928.000000000000000,6300571.000000000000000,35,92026,92026,ES,ES,3,N,Y,1012,1004,20105,20105,41,41,6300571.000000000000000,2002928.000000000000000,6300061.735999999567866,2003874.718000000109896,6299840.998999999836087,2004902.000000000000000,1,1,10130,10080,N,CENTRE CITY,PY,N CENTRE CITY PY,N,CENTRE CITY,PKY,,N CENTRE CITY PKY,2149.680597562902221
1018,4/1/1980 0:00:00,8/20/2020 10:17:56,22751,,78086,78684,1064.001207730000033,6291,0,4/1/1980 0:00:00,M,D,6,B,0,2,EC,801,943,EC,800,942,N,N,N,800,943,1866177.000000000000000,6353318.000000000000000,35,92019,92019,EC,EC,2,N,Y,1004,2007,15405,15408,3,3,6353318.000000000000000,1866177.000000000000000,6353317.000000000000000,1865645.000999999931082,6353317.000000000000000,1865113.000000000000000,1,1,10100,40180,,JAMACHA,RD,JAMACHA RD,,JAMACHA,RD,,JAMACHA RD,1064.001048244736239
1019,4/1/1980 0:00:00,2/4/2020 12:55:59,28967,,114622,114624,191.023558759999986,129497,0,4/1/1980 0:00:00,M,D,6,B,0,2,IB,1200,1222,IB,1201,1223,N,N,N,1200,1223,1793310.000000000000000,6297324.000000000000000,35,91932,91932,IB,IB,2,N,Y,1019,1019,10502,10502,702,702,6297324.000000000000000,1793310.000000000000000,6297419.987999999895692,1793308.492000000085682,6297515.000000000000000,1793307.000000000000000,1,1,10140,20050,,PALM,AV,PALM AV,,PALM,AVE,,PALM AVE,191.023504756676687
1020,12/1/1989 0:00:00,7/14/2016 11:55:45,83981,,16591,16592,244.002049169999992,25703,0,12/1/1989 0:00:00,M,D,6,B,0,2,CN,2081,2099,CN,2080,2098,N,N,N,2080,2099,2020300.000000000000000,6484270.000000000000000,45,92066,92066,CN,CN,3,N,Y,2000,2000,20903,20903,828,828,6484270.000000000000000,2020300.000000000000000,6484148.001000000163913,2020299.500000000000000,6484026.000000000000000,2020299.000000000000000,1,1,31030,31370,,MONTEZUMA VALLEY,RD,MONTEZUMA VALLEY RD,,MONTEZUMA VALLEY,RD,,MONTEZUMA VALLEY RD,244.001889245559823
1021,4/1/1980 0:00:00,5/7/2019 15:49:04,16925,,40774,40957,836.166534769999998,43819,0,4/1/1980 0:00:00,M,D,6,B,0,2,CN,1050,1198,CN,1051,1199,N,N,N,1050,1199,1962704.000000000000000,6381047.000000000000000,45,92065,92065,CN,CN,2,N,Y,1008,2022,20807,20807,431,436,6381047.000000000000000,1962704.000000000000000,6381349.743999999947846,1962430.659999999916181,6381599.000000000000000,1962101.000000000000000,1,1,10940,10980,,SR-78,,SR-78,,STATE ROUTE 78,,,STATE ROUTE 78,836.166774359344231
1022,6/1/1985 0:00:00,11/7/2014 15:58:00,16942,,41297,41268,343.826357429999973,43819,0,6/1/1985 0:00:00,M,D,6,B,0,2,CN,1700,1718,CN,1701,1719,N,N,N,1700,1719,1961060.000000000000000,6384532.000000000000000,45,92065,92065,CN,CN,2,N,Y,1008,2021,20807,20807,431,436,6384532.000000000000000,1961060.000000000000000,6384702.104000000283122,1961085.469999999972060,6384871.000000000000000,1961117.000000000000000,1,1,10250,11010,,SR-78,,SR-78,,STATE ROUTE 78,,,STATE ROUTE 78,343.826640979163471
1023,,4/11/2018 12:53:58,86256,,64296,63928,3197.090748529999928,26390,0,,M,D,6,B,0,2,CN,8340,8698,CN,8341,8699,N,N,N,8340,8699,1886082.000000000000000,6450227.000000000000000,50,91916,91916,CN,CN,2,N,Y,1030,2000,21202,21202,850,852,6450227.000000000000000,1886082.000000000000000,6451747.116999999620020,1886306.664000000106171,6453284.001000000163913,1886744.000000000000000,1,1,10630,20140,,SR-79,,SR-79,,STATE ROUTE 79,,,STATE ROUTE 79,3197.090789313444475
1024,2/1/1989 0:00:00,6/26/2012 10:55:43,135675,,4385,4565,1951.272903670000005,44006,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,13950,14148,CN,13951,14149,N,N,N,13950,14149,2073437.245000000111759,6323734.268000000156462,45,92059,92059,CN,CN,2,N,Y,1024,2013,19108,19109,804,804,6323734.268000000156462,2073437.245000000111759,6324540.480999999679625,2072895.666999999899417,6324853.533999999985099,2072031.411000000080094,1,1,10380,20080,,SR-76,,SR-76,,STATE ROUTE 76,,,STATE ROUTE 76,1951.272724532029088
1025,2/1/1989 0:00:00,7/9/2016 14:02:18,135673,,4728,4732,76.767326940000004,44006,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,14294,14298,CN,14295,14299,N,N,N,14294,14299,2070587.093000000109896,6325319.887000000104308,45,92059,92059,CN,CN,2,N,Y,1087,2015,19108,19109,804,804,6325319.887000000104308,2070587.093000000109896,6325342.684999999590218,2070556.700999999884516,6325365.000000000000000,2070525.000000000000000,1,1,10490,20810,,SR-76,,SR-76,,STATE ROUTE 76,,,STATE ROUTE 76,76.767413958055528
1026,,9/15/2015 9:36:57,87315,,7157,6952,1396.823104869999952,26651,60,,M,D,6,B,0,2,CN,32450,32548,CN,32451,32549,N,N,N,32450,32549,2053250.000999999931082,6306451.000000000000000,45,92082,92082,CN,CN,3,N,Y,3036,1029,19109,19103,801,808,6306451.000000000000000,2053250.000999999931082,6306681.769999999552965,2053907.982000000076368,6306787.000000000000000,2054597.000000000000000,1,1,31340,10360,,LILAC,RD,LILAC RD,,LILAC,RD,,LILAC RD,1396.822985772012089
1027,,9/15/2015 9:53:00,124194,,7722,7335,2539.736289209999995,26651,0,,M,D,D,B,0,2,CN,32040,32288,CN,32041,32289,N,N,N,32040,32289,2049981.000000000000000,6306980.000000000000000,45,92082,92082,CN,CN,3,N,Y,3059,3060,19109,19109,807,808,6306980.000000000000000,2049981.000000000000000,6306177.894999999552965,2050956.554000000003725,6306011.000000000000000,2052172.000000000000000,1,1,31500,31510,,LILAC,RD,LILAC RD,,LILAC,RD,,LILAC RD,2539.736265620210361
